Date/Time	T_RIC.LN	T_RIC.HSE
8/2/18 12:14	23.5	25.619
8/2/18 12:44	23	25.619
8/2/18 13:14	23.5	26.119
8/2/18 13:44	24	25.619
8/2/18 14:14	24	26.119
8/2/18 14:44	24	25.619
8/2/18 15:14	24.5	25.119
8/2/18 15:44	24.5	26.119
8/2/18 16:14	24.5	26.619
8/2/18 16:44	25	26.619
8/2/18 17:14	25	26.619
8/2/18 17:44	25	26.619
8/2/18 18:14	24.5	26.619
8/2/18 18:44	24.5	26.619
8/2/18 19:14	24	26.119
8/2/18 19:44	24	25.619
8/2/18 20:14	23.5	25.619
8/2/18 20:44	23.5	25.119
8/2/18 21:14	23.5	25.619
8/2/18 21:44	23	25.119
8/2/18 22:14	23	24.619
8/2/18 22:44	23	24.619
8/2/18 23:14	23	23.619
8/2/18 23:44	23	23.619
8/3/18 0:14	23	23.119
8/3/18 0:44	23	23.119
8/3/18 1:14	22.5	23.119
8/3/18 1:44	22.5	23.119
8/3/18 2:14	22.5	23.119
8/3/18 2:44	22.5	23.619
8/3/18 3:14	22.5	23.619
8/3/18 3:44	22.5	23.119
8/3/18 4:14	22.5	23.619
8/3/18 4:44	22.5	23.619
8/3/18 5:14	23	24.119
8/3/18 5:44	23	24.119
8/3/18 6:14	23	24.119
8/3/18 6:44	23.5	24.119
8/3/18 7:14	23.5	24.619
8/3/18 7:44	23.5	24.619
8/3/18 8:14	23	25.119
8/3/18 8:44	23	25.119
8/3/18 9:14	23	25.119
8/3/18 9:44	23	25.619
8/3/18 10:14	23.5	25.619
8/3/18 10:44	24	25.119
8/3/18 11:14	24	26.119
8/3/18 11:44	24	25.619
8/3/18 12:14	23.5	26.119
8/3/18 12:44	23.5	26.119
8/3/18 13:14	23.5	26.119
8/3/18 13:44	23.5	26.119
8/3/18 14:14	24	26.619
8/3/18 14:44	24.5	26.619
8/3/18 15:14	24.5	26.119
8/3/18 15:44	24.5	25.619
8/3/18 16:14	24.5	25.619
8/3/18 16:44	24.5	26.119
8/3/18 17:14	24.5	26.619
8/3/18 17:44	24.5	26.119
8/3/18 18:14	24.5	26.119
8/3/18 18:44	24.5	25.619
8/3/18 19:14	24.5	25.619
8/3/18 19:44	24	25.619
8/3/18 20:14	23.5	25.119
8/3/18 20:44	23.5	25.119
8/3/18 21:14	23.5	25.119
8/3/18 21:44	23.5	24.619
8/3/18 22:14	23	24.619
8/3/18 22:44	23	24.619
8/3/18 23:14	23	24.119
8/3/18 23:44	23	24.119
8/4/18 0:14	23	23.619
8/4/18 0:44	23	23.119
8/4/18 1:14	23	23.119
8/4/18 1:44	23	23.119
8/4/18 2:14	23	23.119
8/4/18 2:44	23	23.119
8/4/18 3:14	23	23.119
8/4/18 3:44	22.5	23.619
8/4/18 4:14	23	23.119
8/4/18 4:44	22.5	23.119
8/4/18 5:14	22.5	23.119
8/4/18 5:44	23	23.119
8/4/18 6:14	22.5	23.119
8/4/18 6:44	23	23.619
8/4/18 7:14	23	23.619
8/4/18 7:44	23.5	25.119
8/4/18 8:14	24.5	26.619
8/4/18 8:44	23.5	26.619
8/4/18 9:14	23.5	27.119
8/4/18 9:44	24	25.619
8/4/18 10:14	24.5	25.619
8/4/18 10:44	24.5	24.619
8/4/18 11:14	24.5	24.619
8/4/18 11:44	24	24.619
8/4/18 12:14	24	24.619
8/4/18 12:44	23.5	24.619
8/4/18 13:14	24	24.619
8/4/18 13:44	24	24.119
8/4/18 14:14	23.5	24.119
8/4/18 14:44	23.5	23.619
8/4/18 15:14	23	23.619
8/4/18 15:44	23	23.619
8/4/18 16:14	23	23.619
8/4/18 16:44	23	23.619
8/4/18 17:14	23	23.619
8/4/18 17:44	23.5	24.119
8/4/18 18:14	23.5	23.619
8/4/18 18:44	23.5	24.119
8/4/18 19:14	23	24.119
8/4/18 19:44	23	24.119
8/4/18 20:14	23	23.619
8/4/18 20:44	22.5	23.619
8/4/18 21:14	22.5	23.119
8/4/18 21:44	22.5	23.119
8/4/18 22:14	22.5	23.119
8/4/18 22:44	22.5	23.119
8/4/18 23:14	22.5	22.619
8/4/18 23:44	22.5	22.619
8/5/18 0:14	22.5	22.619
8/5/18 0:44	22.5	22.119
8/5/18 1:14	22.5	22.619
8/5/18 1:44	22.5	22.619
8/5/18 2:14	22.5	22.619
8/5/18 2:44	22.5	22.619
8/5/18 3:14	22.5	22.619
8/5/18 3:44	22.5	22.119
8/5/18 4:14	22.5	21.619
8/5/18 4:44	22.5	21.619
8/5/18 5:14	22.5	21.619
8/5/18 5:44	22.5	21.119
8/5/18 6:14	22.5	21.119
8/5/18 6:44	24	21.619
8/5/18 7:14	26.5	24.619
8/5/18 7:44	27.5	26.619
8/5/18 8:14	26	28.119
8/5/18 8:44	25	29.118
8/5/18 9:14	24	29.618
8/5/18 9:44	24	29.618
8/5/18 10:14	24.5	30.618
8/5/18 10:44	25	31.617
8/5/18 11:14	25.5	30.118
8/5/18 11:44	25.5	26.619
8/5/18 12:14	25.5	26.619
8/5/18 12:44	25.5	27.119
8/5/18 13:14	25.5	26.619
8/5/18 13:44	25	26.619
8/5/18 14:14	25	26.619
8/5/18 14:44	25.5	27.119
8/5/18 15:14	25.5	27.119
8/5/18 15:44	25.5	27.119
8/5/18 16:14	26	27.119
8/5/18 16:44	24.5	26.119
8/5/18 17:14	23	25.119
8/5/18 17:44	24	24.619
8/5/18 18:14	24	24.119
8/5/18 18:44	24	24.619
8/5/18 19:14	24	24.619
8/5/18 19:44	24	24.619
8/5/18 20:14	24	24.119
8/5/18 20:44	24	24.119
8/5/18 21:14	23.5	24.119
8/5/18 21:44	23.5	24.119
8/5/18 22:14	23.5	23.619
8/5/18 22:44	23.5	23.619
8/5/18 23:14	23.5	23.619
8/5/18 23:44	23.5	23.119
8/6/18 0:14	23	23.119
8/6/18 0:44	23	23.119
8/6/18 1:14	23	23.119
8/6/18 1:44	23	23.119
8/6/18 2:14	23	23.119
8/6/18 2:44	23	23.119
8/6/18 3:14	23	23.119
8/6/18 3:44	23	23.119
8/6/18 4:14	23	23.119
8/6/18 4:44	23	23.119
8/6/18 5:14	23	22.619
8/6/18 5:44	23	22.119
8/6/18 6:14	23	22.119
8/6/18 6:44	23	22.619
8/6/18 7:14	23	24.619
8/6/18 7:44	25	26.119
8/6/18 8:14	26	28.119
8/6/18 8:44	27.5	29.118
8/6/18 9:14	28.5	29.118
8/6/18 9:44	27	30.618
8/6/18 10:14	26.5	29.618
8/6/18 10:44	25.5	30.118
8/6/18 11:14	26	31.117
8/6/18 11:44	26.5	31.617
8/6/18 12:14	26.5	30.618
8/6/18 12:44	26	27.619
8/6/18 13:14	26	27.619
8/6/18 13:44	25.5	27.619
8/6/18 14:14	25	27.119
8/6/18 14:44	25	27.119
8/6/18 15:14	25	27.119
8/6/18 15:44	25	26.619
8/6/18 16:14	25	26.119
8/6/18 16:44	25	26.119
8/6/18 17:14	23.5	24.619
8/6/18 17:44	22.5	23.619
8/6/18 18:14	22.5	23.119
8/6/18 18:44	22	24.119
8/6/18 19:14	22.5	24.119
8/6/18 19:44	23	24.619
8/6/18 20:14	23	24.619
8/6/18 20:44	23	24.619
8/6/18 21:14	23	24.619
8/6/18 21:44	23	24.619
8/6/18 22:14	23	24.619
8/6/18 22:44	23	24.119
8/6/18 23:14	23	24.119
8/6/18 23:44	23	24.119
8/7/18 0:14	23	24.119
8/7/18 0:44	22.5	24.119
8/7/18 1:14	22.5	23.619
8/7/18 1:44	22.5	23.619
8/7/18 2:14	22.5	23.619
8/7/18 2:44	23	23.119
8/7/18 3:14	23	23.119
8/7/18 3:44	23	23.119
8/7/18 4:14	23.5	23.119
8/7/18 4:44	23.5	23.119
8/7/18 5:14	23.5	23.119
8/7/18 5:44	23.5	23.119
8/7/18 6:14	23	23.119
8/7/18 6:44	23	23.119
8/7/18 7:14	23	24.619
8/7/18 7:44	22.5	25.619
8/7/18 8:14	23	27.119
8/7/18 8:44	25	28.618
8/7/18 9:14	26.5	29.618
8/7/18 9:44	26.5	30.118
8/7/18 10:14	26.5	31.117
8/7/18 10:44	26	31.617
8/7/18 11:14	26	32.117
8/7/18 11:44	26.5	32.117
8/7/18 12:14	27	33.116
8/7/18 12:44	27.5	32.616
8/7/18 13:14	28	32.117
8/7/18 13:44	27.5	28.119
8/7/18 14:14	27	28.618
8/7/18 14:44	27	28.618
8/7/18 15:14	26.5	28.119
8/7/18 15:44	25	26.619
8/7/18 16:14	24	25.619
8/7/18 16:44	23.5	25.119
8/7/18 17:14	23	24.619
8/7/18 17:44	23.5	24.119
8/7/18 18:14	23	23.619
8/7/18 18:44	22	23.119
8/7/18 19:14	22	22.619
8/7/18 19:44	22.5	23.619
8/7/18 20:14	22	23.619
8/7/18 20:44	22	23.619
8/7/18 21:14	22	23.619
8/7/18 21:44	22.5	24.119
8/7/18 22:14	23	24.119
8/7/18 22:44	23	24.119
8/7/18 23:14	23	24.119
8/7/18 23:44	23	24.119
8/8/18 0:14	23	24.119
8/8/18 0:44	23	24.619
8/8/18 1:14	23	24.119
8/8/18 1:44	22	23.619
8/8/18 2:14	22	23.619
8/8/18 2:44	22	23.119
8/8/18 3:14	22	23.119
8/8/18 3:44	22	22.619
8/8/18 4:14	22.5	22.619
8/8/18 4:44	22.5	22.619
8/8/18 5:14	22.5	22.619
8/8/18 5:44	22.5	22.619
8/8/18 6:14	22	22.619
8/8/18 6:44	22	22.619
8/8/18 7:14	21.5	22.119
8/8/18 7:44	21.5	24.119
8/8/18 8:14	22	26.619
8/8/18 8:44	22	27.619
8/8/18 9:14	22.5	28.119
8/8/18 9:44	24	29.618
8/8/18 10:14	24.5	29.618
8/8/18 10:44	24.5	30.118
8/8/18 11:14	25	30.118
8/8/18 11:44	25	30.618
8/8/18 12:14	25.5	31.117
8/8/18 12:44	25.5	31.117
8/8/18 13:14	27	31.617
8/8/18 13:44	27.5	31.617
8/8/18 14:14	27.5	30.118
8/8/18 14:44	27	27.619
8/8/18 15:14	27	28.618
8/8/18 15:44	26.5	28.618
8/8/18 16:14	25.5	28.119
8/8/18 16:44	25.5	27.119
8/8/18 17:14	24.5	26.119
8/8/18 17:44	24.5	26.119
8/8/18 18:14	24.5	25.119
8/8/18 18:44	23.5	23.619
8/8/18 19:14	22.5	23.619
8/8/18 19:44	22	22.619
8/8/18 20:14	21.5	22.619
8/8/18 20:44	21.5	23.119
8/8/18 21:14	21	24.119
8/8/18 21:44	21.5	24.119
8/8/18 22:14	21.5	24.619
8/8/18 22:44	22	24.619
8/8/18 23:14	22.5	24.619
8/8/18 23:44	23	24.619
8/9/18 0:14	23	24.619
8/9/18 0:44	23	24.119
8/9/18 1:14	23	24.119
8/9/18 1:44	23	24.119
8/9/18 2:14	23	23.619
8/9/18 2:44	22.5	24.119
8/9/18 3:14	23	24.119
8/9/18 3:44	23.5	24.119
8/9/18 4:14	23	24.119
8/9/18 4:44	23	23.619
8/9/18 5:14	23	23.119
8/9/18 5:44	23	23.119
8/9/18 6:14	22.5	23.119
8/9/18 6:44	22.5	22.619
8/9/18 7:14	22.5	23.119
8/9/18 7:44	22	22.619
8/9/18 8:14	22	22.619
8/9/18 8:44	22	24.619
8/9/18 9:14	21.5	25.119
8/9/18 9:44	21.5	25.619
8/9/18 10:14	22	26.119
8/9/18 10:44	24	27.119
8/9/18 11:14	25	27.119
